hotel_unit,name,rating,date,review,processed_review,translated_review
Go,PP,6.9,2017-11-13,"Kamar nggak harum, jadi pertama masuk terlihat aneh",kamar harum jadi pertama masuk lihat aneh,the room smells good so the first time you enter it looks strange
Go,A***e,9.4,2024-10-06,Kamar nya bersih proses check in nya cepet. Ada deposit 100 K.,kamar nya bersih proses check in nya cepat deposit,"the room was clean, the check-in process was fast, the deposit was made"
Go,ES,6.5,2023-07-26,"Lokasi strategis, namun pelayanannya perlu ditingkatkan. 1. Awal datang, tidak ada yang bantuin turunin barang dari mobil ke lory dorongan, satpam yang ada malah diam saja. 2. Baru kali ini pesan hotel lewat aplikasi, tapi pakai deposit dulu 100rb. 3. Jaringan Wifi nya tidak bisa connect walau sinyalnya full. 4. Amnetis kamar mandinya, hanya sikat gigi. Sampo tidak ada, Sabun pakai tempat yang bisa direfil. 5. Mau pesan cemilan di hotel, tapi ditelpon 3x tidak ada yang angkat. Mohon di review kembali pelayanannya.",lokasi strategis layan perlu tingkat awal datang bantuin turunin barang mobil lory dorong satu aman bahkan diam baru kali pesan hotel lewat aplikasi pakai deposit dulu rb jaring wifi nya connect sinyal full amnetis kamar mandi sikat gigi sampo sabun pakai tempat direfil mau pesan cemilan hotel telpon tidak bisa angkat mohon review layan,"strategic location, service needs initial level, come help unload goods, lory, push one, be safe, even be quiet, then order a hotel via the application, use a deposit first, rb, the wifi network connects, the signal is full amnetic, the bathroom, toothbrush, shampoo, soap, use the refil place, want to order hotel snacks, the telephone cannot be reached pick up please review the service"
Go,GS,8.5,2017-08-28,"Pelayanan yang baik, nyaman, dan bersih",layan baik nyaman bersih,good service comfortable clean
Go,DO,9.4,2022-05-12,"Pelayanan baik, kamar bagus bersih.",layan baik kamar bagus bersih,"good service, nice clean rooms"
Go,JT,9.4,2017-08-22,"Harga terjangkau, hotel nyaman dan bersih",harga jangkau hotel nyaman bersih,the price is affordable for a clean comfortable hotel
Go,MB,5.2,2022-05-05,"Pesan 3 kamar. Sudah request untuk 2 kamar yang connecting, tapi saat check in bilangnya tidak tersedia, padahal sudah pesan hotel dari 3 minggu lalu. Saat check in kamar ready hanya 2, yang 1 harus nunggu lagi, padahal check in sudah di jam 3 sore. Petugas receptionist tidak ramah.",pesan kamar request kamar connecting check in bilang sedia padahal pesan hotel minggu lalu check in kamar ready tunggu padahal check in jam sore tugas receptionist ramah,order room request connecting room check in says ready even though booked hotel last week check in room ready wait even though check in is at afternoon receptionist duty friendly
Go,Ricko A.,8.5,2018-12-01,"Pelayanan cukup memuaskan, kamar bersih. Breakfastnya juga sesuai dengan lidah saya. Thanks kapan-kapan nanti ke jogja mampir di hotel ini lagi.",layan cukup muas kamar bersih breakfastnya sesuai lidah terima kasih kapankapan jogja mampir hotel,"The service is quite satisfactory, the rooms are clean, the breakfast suits your taste, thank you whenever Jogja stops by the hotel"
Go,Heman G. I.,9.4,2018-01-29,"Kamar nyaman, dekat dengan bandara.",kamar nyaman dekat bandara,comfortable room near the airport
Go,AG,6.2,2017-09-24,"Fasilitas kamar terbatas, tidak ada hair dryer, refrigerator, toiletries kit hanya sikat gigi. Menu sarapan tidak bervariasi. Tapi kamar cukup bersih",fasilitas kamar batas hair dryer refrigerator toiletries kit sikat gigi menu sarap variasi kamar cukup bersih,"Room facilities include hair dryer, refrigerator, toiletries, toothbrush kit, breakfast menu, room variations are quite clean"
Go,ES,5.8,2020-01-12,"Seprai kotor, handuk, gelas. Tidak ada peralatan mandi. Bantal kurang. Perlu meningkatkan pemeliharaan",seprai kotor handuk gelas alat mandi bantal kurang perlu tingkat pelihara,"Dirty bed linen, towels, glasses, toiletries, pillows, need less maintenance"
Go,nd,5.8,2019-12-09,"ruangannya cukup bersih dan bagus, namun pekat bau rokok di dalam ruangan yang membuat tidak nyama. ingin request pindah ruangan, tapi baru check in tengah malem. jadi effort banget, sebaiknya, ada inspeksi terlebih dahulu sebelum ruangan tersebut di pakai oleh pelanggan yang baru. dan ditambah lagi ada bercak darah di selimutnya.",ruang cukup bersih bagus pekat bau rokok ruang buat nyama request pindah ruang baru check in tengah malam jadi effort banget baik inspeksi lebih ruang sebut pakai langgan baru tambah bercak darah selimut,"the room is quite clean, good, strong smell of cigarettes, room for comfort, request to move new room, check in at midnight, so effort is really good, more inspections, room says use new customer, plus bloodstains on the blanket"
Go,s,9.3,2017-05-15,"Lokasi strategis, Wifi oke, Kamar oke. Pelayanan sangat ramah. Mungkin untuk breakfast agar lebih bervariatif.",lokasi strategis wifi oke kamar oke layan sangat ramah mungkin breakfast lebih variatif,"strategic location, okay wifi, okay rooms, very friendly service, maybe breakfast is more varied"
Go,HS,9.7,2019-01-21,"Tempat dan pelayanan serta kebersihan yang bagus, pelayan juga ramah namun tempat parkir kurang luas. Terima kasih.",tempat layan bersih bagus layan ramah tempat parkir kurang luas terima kasih,"clean, good service, friendly service, parking space is not large, thank you"
Go,IS,9.7,2020-03-05,"Bagus banget, dekat bandara dan tempat belanja.",bagus banget dekat bandara tempat belanja,Very good near the airport for shopping
Go,FE,6.4,2023-09-25,"Makanan Breakfastnya sedikit variannya, tempat parkir mobil sempit lobby juga sempit, namun kamar dan air panasnya oke, channel tv nya juga banyak.",makan breakfastnya sedikit varian tempat parkir mobil sempit lobby sempit kamar air panas oke channel tv nya banyak,"Breakfast is a bit varied, narrow car park, narrow lobby, hot water rooms, okay, lots of TV channels"
Go,HS,8.5,2017-11-14,Untuk menu sarapam ditingkatkan,menu sarapam tingkat,level breakfast menu
Go,adhitiyas b. p. w.,9.1,2017-11-06,"Sangat recommmend dengan range harga pas dan room yang sesuai bahkan lebih. satu kata ""Comfort""",sangat recommmend range harga pas room sesuai bahkan lebih satu kata comfort,"Highly recommended, the price range for the room is suitable, even more than one word comfort"
Go,LA,9.1,2019-02-03,"Hotelnya bagus, kamarnya luas dan bersih, kamar mandi juga bagus, pelayanan check-in cepat, saya menginap 2 malam, pagi-pagi di tawarkan untuk room cleaning dan ditambahkan minuman dalam kamar, good banget..",hotel bagus kamar luas bersih kamar mandi bagus layan checkin cepat inap malam pagipagi tawar room cleaning tambah minum kamar bagus banget,"good hotel, clean spacious rooms, good bathroom, fast checkin service, stay overnight, early in the morning, room cleaning, plus drinks, really nice rooms"
Go,RI,9.4,2019-06-07,Bagus tempatnya. Agak jauh dari Malioboro. AC-nya dingin. Air panasnya kurang panas. Staf 100% ramah.,bagus tempat jauh malioboro acnya dingin air panas kurang panas staf ramah,"good place, far from Malioboro, the air conditioner is cold, the hot water is not hot, the staff is friendly"
Go,GK,8.8,2018-09-05,Kamarnya luas. Pemandangannya bagus dari atas. Lumayan dekat dengan kota.,kamar luas pandang bagus atas lumayan dekat kota,spacious rooms with good views and quite close to the city
Go,fina k.,6.1,2019-01-29,1. Tempatnya agak kedalam. 2. Seperti baru jadi lantai kotor tapi ruangan luas.,tempat dalam baru jadi lantai kotor ruang luas,the inside is new so the floor is dirty and the room is spacious
Go,MM,8.5,2023-05-05,Mantap untuk tempat beristirahat bersama keluarga. Happy. Bersih. Dan para petugasnya ramah 👍.,mantap tempat istirahat sama keluarga bahagia bersih tugas ramah,"great place to rest with a happy family, clean, friendly work"
Go,Muhammad f. a. w. g.,9.3,2017-05-08,Hotelnya keren..harganya juga...,hotel kerenharganya,cool hotel for the price
Go,AP,6.3,2019-12-29,"Kamar yang saya tempati kelihatan rapi dan bersih. Namun setelah saya cek detail, saya mendapati selimut bekas injakan dan coffee maker serta gelas bahkan teko yang seperti bekas pakai.",kamar tempat lihat rapi bersih cek detail dapat selimut bekas injak coffee maker gelas bahkan teko bekas pakai,"the room where you can see it is neat, clean, check the details, you can find a blanket used to step on a coffee maker, a glass, even a used teapot"
Go,FZ,9.4,2017-05-05,Bagus dan nyaman bersih memuaskan,bagus nyaman bersih muas,nice comfortable clean satisfied
Go,AS,5.8,2019-06-10,"1. Area parkir kendaraan yang sangat terbatas, sehingga sering tidak dapat tempat parkir, dan diarahkan parkir di hotel lain. 2. Salah satu karyawan Hotel kurang sopan dalam berkomunikasi dengan Tamu (Menurut pengakuan salah satu Frontliner Karyawan tersebut adalah GM di hotel ini) 3. Pintu kamar mandi susah dikunci 4. Kamar kurang bersih, terutama bagian lantai masih ada kotoran, sisa rontokan rambut (mungkin dari tamu sebelumnya) Kedepannya mohon dapat ditingkatkan dalam hal standart grooming dan kebersihan kamar.",area parkir kendara sangat batas sering tempat parkir arah parkir hotel salah satu karyawan hotel kurang sopan komunikasi tamu aku salah satu frontliner karyawan sebut gm hotel pintu kamar mandi susah kunci kamar kurang bersih utama bagi lantai kotor sisa rontok rambut mungkin tamu belum depan mohon tingkat standart grooming bersih kamar,"The parking area for vehicles is very limited, often the parking area is in the direction of the hotel parking. One of the hotel employees is not polite in communicating with guests. I am one of the front line employees. Call the Hotel GM. The bathroom door is difficult to lock. The room is not clean. The main thing is that the floor is dirty, the remaining hair loss, maybe the guest hasn't come to the front yet. Please standard level of grooming. clean room"
Go,NF,6.0,2019-06-08,"Ruangan itu luas, tetapi kebersihan rata-rata. Menu dan layanan sarapan yang buruk di restoran.",ruang luas bersih ratarata menu layan sarap buruk restoran,spacious room clean average menu bad service nervous restaurant
Go,as,6.0,2018-09-19,"Belum waktu check-out masih sekitar jam 10 pagi tapi ob sudah buka pintu kamar, sungguh tidak nyaman dengan keadaan itu. Tolong kalau belum check-out jangan berani buka pintu kamar! Tidak ada alasan apapun untuk perbuatan itu.",waktu checkout jam pagi ob buka pintu kamar sungguh nyaman ada kalau checkout jangan berani buka pintu kamar alas apa buat,checkout time is in the morning ob opening the room door is really comfortable. When checking out don't dare open the room door what's the point
Go,Titin F.,8.5,2018-01-30,"Kamarnya cukup besar, lokasi dekat dengan bandara, harga sangat kompetitif, recommended untuk yang ngejar flight pagi.",kamar cukup besar lokasi dekat bandara harga sangat kompetitif recommended ngejar flight pagi,"The rooms are quite large, the location is near the airport, the prices are very competitive, recommended to catch an early morning flight"
Go,YT,7.4,2017-11-20,"Fasilitas sudah oke, namun pelayanan nya masih kurang oke",fasilitas oke layan nya kurang oke,"the facilities are okay, the service is not okay"
Go,ferdi p.,8.5,2021-10-24,"Cek in cepat, dapat lantai 9 cuman di pakai saudara hehehe.",cek in cepat lantai cuma pakai saudara hehehe,"Check in quickly on the floor, just use it, brother, hehehe"
Go,Ma,5.7,2023-12-30,"Check in ribet harus nunjukkin capture pemesanan, biasanya dimana-mana tinggal nunjukin id card pemesan sesuai nama pesanan, posisi hp mati dan tetep minta capture pemesanan. Ada uang deposit kunci tp karena kwitansinya ke bawa jadi hangus padahal kuncinya ga ilang, makanannya biasa aja, pilihannya dikit.",check in ribet nunjukkin capture mesan biasa dimanamana tinggal nunjukin id card mes sesuai nama pesan posisi hp mati tetep minta capture mesan uang deposit kunci kwitansinya bawa jadi hangus padahal kunci hilang makan biasa pilih dikit,"check in is complicated to show the usual order capture anywhere, just show the message ID card according to the name of the order the position of the cellphone is dead but still ask to capture the order the deposit money the key receipt was brought so it was charred even though the key was lost the normal meal is to choose a little"
Go,evi s. a.,8.2,2017-05-22,makanan tidak variatif dan selalu kehabisan padahal masih jam 7.30,makan variatif selalu habis padahal jam,varied meals always run out even though it's time
Go,Milana D.,6.9,2021-03-22,Kurang suka hehe receptionist-nya tidak cepet tanggap pas aku komplain WiFi-nya tidak bisa di laptop aku. Padahal lagi butuh banget buat ngerjain tugas. Udh di telepon 2x cuma dijawab nanti dikabari lg tapi sampai checkout juga tidakada minta maaf 🙃,kurang suka he receptionistnya cepat tanggap pas aku komplain wifinya laptop aku padahal butuh banget buat ngerjain tugas telepon tidak bisa cuma jawab kabar checkout tidakada minta maaf,"I didn't like the receptionist who was quick to respond when I complained about my laptop's wifi even though I really needed it to do phone work and couldn't just answer the checkout news, no apologies"
Go,OS,8.5,2018-01-02,"Kamarnya nyaman, kamar mandi bersih, lokasi parkir kurang memuaskan karena sempit dan ada yang terpisah dari area hotel, menu makanan kurang variatif dan kurang menarik.",kamar nyaman kamar mandi bersih lokasi parkir kurang muas sempit pisah area hotel menu makan kurang variatif kurang tarik,"comfortable rooms, clean bathrooms, parking location is not satisfactory, narrow apart from the hotel area, the dining menu is less varied and less attractive"
Go,AP,8.5,2019-08-04,Kamar oke lokasi sip makanan sederhana.,kamar oke lokasi makan sederhana,"okay rooms, simple dining location"
Go,cr,8.5,2023-05-17,"Lumayan menginap di sini, cuma kurang bersih sedikit tapi overall, ok lah.",lumayan inap sini cuma kurang bersih sedikit overall lah,"It's not bad to stay here, but overall it's a little less clean"
Go,RY,9.7,2018-02-07,"Sangat recommended, bisa diulangi kesitu lagi.",sangat recommended ulang kesitu,highly recommended going back there
Go,YY,8.1,2018-04-03,Breakfast tidak ada omelette. Hari terakhir menginap tidak ada buffet. Makanan kurang enak. Plusnya kamar Oke lokasi strategis dekat bandara.,breakfast omelette hari akhir inap buffet makan kurang enak plus kamar oke lokasi strategis dekat bandara,"Breakfast omelette at the end of the stay, buffet, not so good food plus okay rooms, strategic location near the airport"
Go,r,9.7,2018-02-19,Petugasnya ramah-ramah dan bersih.,tugas ramahramah bersih,clean friendly duties
Go,LE,8.5,2019-01-02,"Hotel bagus, bersih, tempat parkir kurang.",hotel bagus bersih tempat parkir kurang,"good clean hotel, less parking space"
Go,Bambang H.,8.5,2017-06-06,"Cukup bersih, nyaman, tempat sampah di dalam kamar tidak ada. Tempat parkir mobil jauh.",cukup bersih nyaman tempat sampah kamar tempat parkir mobil jauh,"clean enough, comfortable trash can, room where the car park is far away"
Go,AP,8.8,2019-10-17,Cukup puas dengan fasilitas hotel untuk harga sekian.,cukup puas fasilitas hotel harga sekian,quite satisfied with the hotel facilities at this price
Go,Tori S.,9.4,2017-08-16,Cukup bagus untuk tinggal sebentar,cukup bagus tinggal sebentar,quite good stay for a while
Go,WK,7.2,2018-10-15,"Hotel ini dekat Bandara Adisutjipto Yogyakarta. Layanannya bagus, kamarnya bersih. Air di kamar mandi bisa kita gunakan untuk air panas dan dingin. Namun, saya bertanya-tanya mengapa hotel ini hanya menyediakan sabun untuk cuci tangan, bukan sabun untuk mencuci badan ..? Itu juga tidak menyediakan sampo untuk tamu. Tapi secara keseluruhan tidak apa-apa ...",hotel dekat bandara adisutjipto yogyakarta layan bagus kamar bersih air kamar mandi guna air panas dingin bertanyatanya hotel sedia sabun cuci tangan bukan sabun cuci badan sedia sampo tamu seluruh apaapa,"Hotel near Adisutjipto Airport, Yogyakarta, good service, clean rooms, bathroom water for hot and cold water, I wonder if the hotel provides hand washing soap, not body washing soap, provides all kinds of guest shampoo"
Go,RP,9.1,2021-10-03,,,
Go,NT,6.1,2021-10-28,Kacau ni kartu akses buat naik lift & masuk ke kamar gabisa-gabisa dipake error terus sampe 2x diganti trus kalo mau naik lift harus minta tolong mas/Mbak nya gesek kartu. Untung cuma sehari nginepnya.,kacau kartu akses buat naik lift masuk kamar gabisagabisa dipake error terus tidak bisa ganti terus kalau mau naik lift minta masmbak nya gesek kartu untung cuma hari nginepnya,"The access card is messed up to take the elevator to enter the room, it can't be used, there's an error and it can't be replaced. If you want to take the elevator, ask your boss to swipe the card, luckily it's only the day you're staying."
Go,Ardiansyah,8.7,2022-02-08,Hotel yang bersih namun staff kurang begitu ramah. Tidak ada telepon kamar untuk menghubungi receptionis atau operator.,hotel bersih staff kurang ramah telepon kamar hubung receptionis operator,"Clean hotel, staff less friendly, telephone room call to reception operator"
Go,MI,8.5,2019-12-30,Cuma tidak ada smoking areanya.,cuma smoking area,only smoking area
Go,SP,6.6,2019-06-21,Lantai kamar kotor dan wastafel macet.,lantai kamar kotor wastafel macet,"dirty room floor, sink stuck"
Go,is,8.5,2017-06-12,"Hotelnya bagus, karena masih baru.",hotel bagus baru,new nice hotel
Go,W,10.0,2017-07-19,"Bagus, dengan harga standar, kualitas bagus",bagus harga standar kualitas bagus,good standard price good quality
Go,S,6.7,2017-11-28,"Sarapan mengecewakan, dingin, nasi keras, menu tidak lengkap",sarap kecewa dingin nasi keras menu lengkap,"Disappointed breakfast, cold hard rice, complete menu"
Go,AA,6.5,2018-12-16,Kamar tidak sesuai yang dipesan.,kamar sesuai pes,rooms according to PES
Go,IE,9.7,2023-11-06,"Sangat nyaman dan bersih, lokasi strategis, pelayanan juga sangat baik",sangat nyaman bersih lokasi strategis layan sangat baik,very comfortable clean strategic location very good service
Go,MS,9.7,2023-02-16,"Rekomen banget, service nya ok, pemandangannya dapet banget, kamarnya luas estetik.",rekomen banget service nya pandang banget kamar luas estetik,"Highly recommend the service, the rooms are very spacious, aesthetically pleasing"
Go,sj,6.0,2022-05-07,"Kamarnya sih bersih. Dikit sarapannya dikit dikit. Dan masakannya itu gak enak, gak masalah sih klu menunya dikit tapi enak masakannya. Ini mah yaa allah, saban hari menunya kwetiau mulu yang rasanya asin banget.",kamar sih bersih dikit sarap dikit dikit masakan enak masalah sih klu menu dikit enak masakan mah yaa allah saban hari menu kwetiau melulu rasa asin banget,"the room is a little clean, a little bit tasty, the food is delicious, the problem is that if the menu is a little bit delicious, the food is good, oh my god, every day the kwetiau menu always tastes really salty"
Go,Nurul H.,9.7,2017-08-28,"Tempat yang sangat baik untuk tinggal, itu adalah anggrek grand terbaik",tempat sangat baik tinggal anggrek grand baik,Very good place to stay orchid grand is good
Go,Falikh w.,9.4,2017-06-05,"Hotel bersih, pelayanan yang ramah.",hotel bersih layan ramah,"clean hotel, friendly service"
Go,BA,8.5,2022-04-02,"Nyaman view nya bagus, dapet momen sunrise.",nyaman view nya bagus momen sunrise,"comfortable, nice view at sunrise"
Go,td,8.5,2017-07-22,Tempat parkir kurang memadai.,tempat parkir kurang pada,parking space is lacking
Go,MF,6.0,2021-06-17,Sebenarnya sudah sesuai dengan di foto. Hanya saja AC kurang dingin dan bak sampah hanya ada di kamar mandi. Overall mantap.,benar sesuai foto ac kurang dingin bak sampah kamar mandi overall mantap,"Correct, according to the photo, the AC is not cold enough, the bathroom trash can, overall great"
Go,RR,4.8,2018-10-22,"Kecewa! Hotel tidak nyaman sama sekali, debu dimana-mana dan sprei tidak diganti, bedcover juga, dan badan saya gatal-gatal.",kecewa hotel nyaman sama sekali debu dimanamana sprei ganti bedcover badan gatalgatal,"Disappointed that the hotel was comfortable at all, dust everywhere, changing bed sheets, body itching"
Go,a,8.8,2019-07-07,"So far lumayan, cuma kebersihan perlu ditingkatkan lagi, ketika masuk lantainya agak berdebu, tapi petugas langsung membantu membersihkan.",so far lumayan cuma bersih perlu tingkat masuk lantai debu tugas langsung bantu bersih,"So far it's pretty clean, just needs a level of dust to enter the floor, the task is to help clean straight away"
Go,CI,8.8,2017-10-20,Mungkin harus diberi parfum ruangan,mungkin beri parfum ruang,maybe give it some room perfume
Go,Justin,8.6,2024-01-16,Bagus hotelnya sarapannya enak. Saran aja mungkin resepsionis bisa lebih ramah lagi dan kaca jendela di bersihkan karena kebetulan yang kamar atas saya tempati kaca nya kotor dan dicek kembali kebersihan sprei nya. Thankyou.,bagus hotel sarap enak saran mungkin resepsionis lebih ramah kaca jendela sih betul kamar atas tempat kaca nya kotor cek bersih sprei nya thankyou,"good hotel, good breakfast, suggestions, maybe the receptionist would be friendlier, the window glass is correct, the room above where the glass is dirty, check the sheets are clean, thank you"
Go,LH,6.1,2018-07-27,Hotel bintang tiga yang restorannya tutup pada waktu makan malam atau tidak bisa pesan makan malam. Menu sarapan yang sangat minim untuk hotel berbintang tiga. Kebersihan juga kurang. Tidak ada kulkas di dalam kamar.,hotel bintang tiga restoran tutup waktu makan malam pesan makan malam menu sarap sangat minim hotel bintang tiga bersih kurang kulkas kamar,"three star hotel, restaurant closes at dinner time, order dinner, breakfast menu is very minimal, three star hotel is clean, room refrigerator is lacking"
